id,smiles
CHEMBL1950697,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc6oc(nc6c5)C(F)(F)F
CHEMBL1950693,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc6ocnc6c5
CHEMBL4098641,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)N4CCC[C@@H]4C(=O)N)c1)c5ccc6COCOc6c5
CHEMBL1950698,CC#C[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc6ocnc6c5)NC=O
CHEMBL3358946,CC(C)(CC(O)(Cc1cc2cc(ncc2[nH]1)S(=O)(=O)C)C(F)(F)F)c3ccc(F)cc3C(=O)N
CHEMBL1257343,COc1ccc(F)cc1C(C)(C)CC(O)(CNc2cccc3ncccc23)C(F)(F)F
CHEMBL3093460,Cc1cc(C)c(c(C)c1)S(=O)(=O)NC(CSc2ccccc2)C(F)(F)F
CHEMBL3920760,CCc1ccc(cc1)[C@@H](Oc2ccc3c(cnn3c4ccc(F)cc4)c2)[C@H](C)NC(=O)C(C)(C)C
CHEMBL336353,CN(C)c1ccccc1\C=C\2/Oc3ccc(F)cc3c4ccc5NC(C)(C)C=C(C)c5c24
CHEMBL337856,CC1=CC(C)(C)Nc2ccc3c4cccc(F)c4O\C(=C/c5ccccc5C)\c3c12
CHEMBL2087290,OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccccc3Cl)cc2)Cc4cc(F)cc(F)c4)c(Br)c1
CHEMBL196929,CC(C)(CC(O)(Cc1ccc(cc1)c2ccccc2)C(=O)Nc3ccc4C(=O)OCc4c3)c5ccccc5
CHEMBL4094154,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3ccc(F)cc3)c1)c4ccc5COCOc5c4
CHEMBL549896,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](OC[C@]12C)c5ccc(cc5)N(C)C
CHEMBL258191,CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cccc4cc[nH]c34
CHEMBL1835832,CCN(CC)c1cc2OC(=O)C=Cc2cc1c3cccs3
CHEMBL391874,Cc1c(cnn1c2ccccc2)S(=O)(=O)NCC(O)(CC3(C)CCCc4ccccc34)C(F)(F)F
CHEMBL500938,CCCNC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
CHEMBL1257572,Cc1ccc2c(NCC(O)(CC(C)(C)c3cc(F)ccc3O)C(F)(F)F)cccc2n1
CHEMBL221426,COc1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC)[C@@H]4CCC5=CC(=O)CCC5=C24)c(C)c1
CHEMBL188085,CC1=NOC(=O)c2ccc(NC(=O)C(O)(CC3CCc4ccccc34)C(F)(F)F)cc12
CHEMBL2087298,OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccccc3C(F)(F)F)cc2)Cc4cc(F)cc(F)c4)c(Br)c1
CHEMBL376264,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(OCC=C)c(Cl)c5
CHEMBL397191,CN(C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc4ccsc4)[C@@H]5OCC6=CC(=O)CCC6=C25
CHEMBL264560,COc1cccc2OC(C3CCCCC=C3)c4c(ccc5NC(C)(C)C=C(C)c45)c12
CHEMBL203885,COc1ccccc1c2ccc3NC(C)(C)C=C(CSCC=C)c3c2
CHEMBL63241,[Na+].CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CSC(CCO)C(=O)[O-]
CHEMBL561276,CCN(CC(O)(CNc1cccc2c1cnn2c3ccc(F)cc3)C(F)(F)F)C(=O)c4ccccc4
CHEMBL3421882,CCC[C@]1(O)C[C@H]2CCc3cc(O)ccc3[C@]2(CC)C[C@@]1(C)O
CHEMBL3358949,CCS(=O)(=O)c1cc2cc(CC(O)(CC(C)(C)c3ccccc3C(=O)N)C(F)(F)F)[nH]c2cn1
CHEMBL267431,COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(\C=N\O)cc5)OC
CHEMBL184120,Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3ccccc3)cc2)Cc4cccc(CCCC(=O)O)c4
CHEMBL4077898,C[C@H](NC(=O)C(C)(F)F)[C@@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)N[C@@H]4CCOC4)c1)c5ccc6OCCOc6c5
CHEMBL62761,CC1=CC(C)(C)Nc2ccc3c(COc4c(F)cc(Br)cc34)c12
CHEMBL563812,CCN(CC(O)(CNc1cccc2c1cnn2c3ccc(F)cc3)C(F)(F)F)C(=O)c4ccccc4Cl
CHEMBL65469,COc1cccc2OC(c3ccccc3)c4cc(NS(=O)(=O)c5ccccc5)ccc4c12
CHEMBL110691,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C
CHEMBL2419306,CC1OC(=O)C(=C1c2ccc3OCC(=O)Nc3c2)c4ccc(F)cc4
CHEMBL104,Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4
CHEMBL196185,C\C=C\[C@H]1OC2(CCCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5)O[C@@H]1\C=C\C
CHEMBL3928010,Cc1ncccc1NC(=O)c2ccc3[C@H]4[C@@H](O)C[C@@]5(C)[C@@H](CC[C@@]5(O)C#Cc6ccccc6)[C@@H]4CCc3c2
CHEMBL3582121,CC1(C)Nc2c3CCCc3c(cc2C(C)(C)C1=O)c4cncc5nccn45
CHEMBL3093463,CC[C@@H](Cn1cc(C#N)c2ccccc12)NS(=O)(=O)c3c(N)cc(Cl)cc3Cl
CHEMBL3093462,CC[C@@H](Cn1cc(C)c2ccccc12)NS(=O)(=O)c3c(N)cc(Cl)cc3Cl
CHEMBL3093461,CC[C@@H](Cn1ccc2ccccc12)NS(=O)(=O)c3c(N)cc(Cl)cc3Cl
CHEMBL1086086,OCCNS(=O)(=O)c1ccc(c2ccc3c(cnn3c4ccc(F)cc4)c2)c(c1)C(F)(F)F
CHEMBL313062,COc1cc(cc(F)c1F)[C@H](O)[C@H]2CCCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5
CHEMBL564234,COc1ccc(cc1)[C@H]2OC[C@@]3(C)[C@@H](CC[C@]34OCCC4=C)[C@@H]5CCC6=CC(=O)CCC6=C25
CHEMBL3666814,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)NCc4cccnc4)c1)c5ccc6COCOc6c5
CHEMBL3578286,C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cccnc5)c6ccc(F)cc6
CHEMBL3578285,C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)N5CCOCC5)c6ccc(F)cc6
CHEMBL111861,C[C@]12CC[C@@H](O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23
CHEMBL196067,CC(C)(CC(O)(C(=O)Nc1ccc2C(=O)OCc2c1)C(F)(F)F)c3ccccc3
CHEMBL561257,CN(C)c1ccc(cc1)[C@H]2OC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]4CCC5=CC(=O)CCC5=C24
CHEMBL65381,CCNc1ccc2c(c1)C(Oc3cccc(OC)c23)c4ccccc4
CHEMBL503848,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)NC5CCCCC5)C(=O)CO
CHEMBL233661,CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3cc(F)c(Br)cc3F
CHEMBL196347,C[C@]12Cc3cnn(c3C=C1CCC[C@@H]2[C@@H](O)c4cccs4)c5ccc(F)cc5
CHEMBL1682425,C[C@@H]1[C@@H](O)C(C)(C)Nc2c(C)cc(c(\C=N\OC(C)(C)C)c12)c3cccc4cc[nH]c34
CHEMBL526106,CCC(C)NC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
CHEMBL2087296,COc1ccccc1Oc2ccc(CN(Cc3cc(F)cc(F)c3)c4c(Br)cc(CC(=O)O)cc4Br)cc2
CHEMBL2087297,COc1ccc(Oc2ccc(CN(Cc3cc(F)cc(F)c3)c4c(Br)cc(CC(=O)O)cc4Br)cc2)c(OC)c1
CHEMBL232833,CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccccc3Cl
CHEMBL232832,CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3cccc(Cl)c3
CHEMBL237843,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2cccc3ccccc23)C(F)(F)F
CHEMBL134602,CC1=CC(C)(C)Nc2ccc3c4cc(F)ccc4O\C(=C/c5ccccc5)\c3c12
CHEMBL2023616,C[C@]12Cc3cnn(c3C=C1CC[C@H]4[C@@H]5CC[C@](O)(C(=O)CSc6cnc7ccccc7n6)[C@@]5(C)C[C@H](O)[C@H]24)c8ccc(F)cc8
CHEMBL242821,CN(C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc4ccc(cc4)C(F)(F)F)[C@@H]5OCC6=CC(=O)CCC6=C25
CHEMBL2023614,C[C@]12Cc3cnn(c3C=C1CC[C@H]4[C@@H]5CC[C@](O)(C(=O)CSc6ccc7ccccc7n6)[C@@]5(C)C[C@H](O)[C@H]24)c8ccc(F)cc8
CHEMBL2023615,C[C@]12Cc3cnn(c3C=C1CC[C@H]4[C@@H]5CC[C@](O)(C(=O)COc6ccc7ccccc7n6)[C@@]5(C)C[C@H](O)[C@H]24)c8ccc(F)cc8
CHEMBL1390,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)C)[C@@]4(C)CCC(=O)C=C14
CHEMBL2087299,OC(=O)Cc1cc(Br)c(N(Cc2ccc(Oc3ccc(cc3C(F)(F)F)C(F)(F)F)cc2)Cc4cc(F)cc(F)c4)c(Br)c1
CHEMBL1094231,OC(c1ccc(F)c(Cl)c1)(c2ccc3c(cnn3c4ccc(F)cc4)c2)C(F)(F)F
CHEMBL401267,COc1ccc(cc1F)[C@H]2C[C@@]3(C)[C@@H](CC[C@]34N=C(C)OC4=C)[C@@H]5CCC6=CC(=O)CCC6=C25
CHEMBL263506,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)OCCNC(=O)CCCc5cccc(CN(Cc6ccc(Oc7ccccc7)cc6)c8cccc(NS(=O)(=O)C)c8C)c5
CHEMBL4078531,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)N4CCC[C@H]4C(=O)N)c1)c5ccccc5
CHEMBL236947,CC1(CC(O)(CNC(=O)c2cnn(c2N)c3ccccc3)C(F)(F)F)CCCc4ccccc14
CHEMBL4081430,Brc1ccc(CN(c2ccc(Oc3ccccc3)cc2)S(=O)(=O)c4ccc(cc4)C#N)cc1
CHEMBL2023242,Cn1c(OCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=Cc6c(C[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)cnn6c7ccc(F)cc7)nc8ccccc18
CHEMBL1084360,CS(=O)(=O)Nc1ccc(c2ccc3c(cnn3c4ccc(F)cc4)c2)c(c1)C(F)(F)F
CHEMBL2024025,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CSc5oc6cccnc6n5)[C@@]4(C)C[C@H](O)[C@H]23
CHEMBL46199,COc1cccc2OC(C3CCCC=C3)c4c(ccc5NC(C)(C)C=C(C)c45)c12
CHEMBL388017,COc1ccccc1c2ccc3NC(C)(C)C=C(C(C)OCCc4ccccc4Cl)c3c2
CHEMBL4066614,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3ccc(F)cc3)c1)c4ccc5OCOCc5c4
CHEMBL2024028,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CSc5ccccn5)[C@@]4(C)C[C@H](O)[C@H]23
CHEMBL563739,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSCCNC(=S)NCCCN(C)CCCNC(=O)CCNC(=O)c5cc(NC(=O)c6cc(NC(=O)c7cc(NC(=O)c8cc(NC(=O)CCCNC(=O)c9cc(NC(=O)c%10cc(NC(=O)c%11nccn%11C)cn%10C)cn9C)cn8C)cn7C)cn6C)cn5C
CHEMBL1940691,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSc5ccc6ccccc6n5
CHEMBL3263754,COc1nc(ccc1C(=O)O)C2=NN([C@H](C2)C3CCCC3)c4ccc(C#N)c(C)n4
CHEMBL243870,CC(Cc1c[nH]c2c(C)cccc12)NS(=O)(=O)c3c(C)cc(C)cc3C
CHEMBL302442,CCOC(=O)c1cccc(c1)C2Oc3cccc(OC)c3c4ccc(NS(=O)(=O)C)cc24
CHEMBL304258,CCC(=O)Nc1ccc2c(c1)C(Oc3cccc(OC)c23)c4ccccc4
CHEMBL3937406,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(ccc4[C@H]3[C@@H](O)C[C@]12C)C(=O)Nc5cccnc5C
CHEMBL3581693,CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccc(F)cc4Cl
CHEMBL293409,CC1CC(C)(C)Nc2ccc3c(COc4ccc(cc34)[N+](=O)[O-])c12
CHEMBL211039,CC(CCC(=O)O)C1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]4(C)CCC(OC(=O)C)C(C)(C)[C@@H]4CC3=O
CHEMBL4093329,O=S(=O)(N(Cc1ccccc1)c2ccc(Oc3ccccc3)cc2)c4ccc(cc4)C#N
CHEMBL236748,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2cccc(C)c2)C(F)(F)F
CHEMBL1911663,CC(C)(C[C@](O)(Cc1cc2ccc(cc2[nH]1)C#N)C(F)(F)F)c3cc(cc4CCOc34)S(=O)(=O)C
CHEMBL236747,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2ccccc2C)C(F)(F)F
CHEMBL3967290,C[C@H](NC(=O)C1CC1)[C@H](Oc2ccc3c(cnn3c4ccc(F)cc4)c2)c5cccnc5
CHEMBL462100,CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4ccccc4
CHEMBL82546,C[C@]12Cc3cnn(c3C=C1CCC[C@@H]2[C@@H](O)Cc4ccc(F)cc4)c5ccc(F)cc5
CHEMBL416831,COc1cccc2OC(C\C=C\CO)c3c(ccc4NC(C)(C)C=C(C)c34)c12
CHEMBL3895181,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(ccc4[C@H]3[C@H](C[C@]12C)OCC=C)C(=O)Nc5cccnc5C
CHEMBL221491,COc1cc(F)c([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC)[C@@H]4CCC5=CC(=O)CCC5=C24)c(F)c1
CHEMBL2419296,CC1N(C2CC2)C(=O)C(=C1c3ccc4OCC(=O)Nc4c3)c5ccc(F)cc5
CHEMBL2419295,CCN1C(C)C(=C(C1=O)c2ccc(F)cc2)c3ccc4OCC(=O)Nc4c3
CHEMBL221492,COc1c(C)cc(cc1C)[C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC)[C@@H]4CCC5=CC(=O)CCC5=C24
CHEMBL554774,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]2(C)[C@]1(O)C(=O)NCCNC(=O)c5cc(NC(=O)c6nccn6C)cn5C
CHEMBL541245,COc1ccc(cc1)[C@H]2OC[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc4ccc(cc4)C(F)(F)F)[C@@H]5CCC6=CC(=O)CCC6=C25
CHEMBL1094207,OC(c1ccc2c(cnn2c3ccc(F)cc3)c1)(c4ccccc4Cl)C(F)(F)F
CHEMBL2419299,CC1NC(=O)C(=C1c2cc(F)c3OCC(=O)Nc3c2)c4ccc(F)cc4
CHEMBL2419298,CC1NC(=O)C(=C1c2ccc3OCC(=O)Nc3c2)c4ccc(F)cc4
CHEMBL342426,CC1=CC(C)(C)Nc2ccc3c4ccccc4O\C(=C/c5ccc(F)c(F)c5)\c3c12
CHEMBL1940689,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSc5oc6ccccc6n5
CHEMBL363179,C[C@]12Cc3cnn(c3C=C1CCC[C@@H]2[C@@H](O)c4csc5ccccc45)c6ccc(F)cc6
CHEMBL389794,CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3cccc(Cl)c3C
CHEMBL194745,CC(C)(CC(O)(C(=O)Nc1ccc2C(=O)OCc2c1)C(F)(F)F)c3cc(F)ccc3O
CHEMBL4086436,[O-][N+](=O)c1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccc(Oc4ccccc4)cc3
CHEMBL311662,C[C@](O)([C@H]1CCCC2=Cc3c(C[C@]12C)cnn3c4ccc(F)cc4)c5ccc(F)cc5
CHEMBL3421874,CC[C@@]12C[C@](C)(O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4ccccc4
CHEMBL433964,CC#C[C@]1(O)CCC2C3CCC4CC(=O)CCC4=C3C(C[C@]12C)c5ccc(cc5)N(C)C
CHEMBL4105267,Fc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccc(Oc4ccccc4)cc3
CHEMBL365821,C[C@]12Cc3cnn(c3C=C1CC[C@]24OC[C@@H](O4)c5ccccc5)c6ccc(F)cc6
CHEMBL4064352,Cc1ncc2c(N[C@H]3c4ccc(F)c(O)c4C(C)(C)C[C@]3(O)C(F)(F)F)cc(F)cc2n1
CHEMBL3421877,CC[C@@]12C[C@@](C)(O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4cccnc4
CHEMBL1201010,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
CHEMBL3899942,C[C@H](NC(=O)c1ccccc1)[C@H](Oc2ccc3c(cnn3c4ccc(F)cc4)c2)c5ccccc5
CHEMBL392309,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2ccccc2Br)C(F)(F)F
CHEMBL235063,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2ccc(cc2Cl)C#N)C(F)(F)F
CHEMBL361406,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C[C@@H](O)CC(=O)O
CHEMBL1911543,COc1ccc(F)cc1C(C)(C)C[C@](O)(Cc2cc3ccccc3[nH]2)C(F)(F)F
CHEMBL135,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
CHEMBL1911547,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3cccc(C#N)c3[nH]2)C(F)(F)F
CHEMBL184308,Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(CCCC(=O)O)cc2)Cc3ccc(Oc4ccccc4)cc3
CHEMBL228767,COC(C)C1=CC(C)(C)Nc2ccc(cc12)c3ccccc3OC
CHEMBL1911549,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3c(cccc3[nH]2)C(F)(F)F)C(F)(F)F
CHEMBL201304,COc1ccc(F)cc1C(C)(C)C[C@](O)(Cc2ccc(Cl)cc2)C(F)(F)F
CHEMBL556523,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSCCNC(=S)NCCCN(C)CCCNC(=O)CCNC(=O)c5cc(NC(=O)c6cc(NC(=O)c7cc(NC(=O)c8cc(NC(=O)CCCNC(=O)c9cc(NC(=O)c%10cc(NC(=O)c%11cc(NC(=O)c%12nccn%12C)cn%11C)cn%10C)cn9C)cn8C)cn7C)cn6C)cn5C
CHEMBL4098197,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)NC4CCS(=O)(=O)C4)c1)c5ccccc5
CHEMBL3605919,COc1cc(F)ccc1c2c(CN(C)Cc3ccccc3)[nH]c4c(NS(=O)(=O)C)cc(cc24)C(C)C
CHEMBL550933,CCN(CC(O)(CNc1cccc2c1cnn2c3ccc(F)cc3)C(F)(F)F)C(=O)c4ccccc4C
CHEMBL1586,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL196232,C[C@]12Cc3cnn(c3C=C1CC[C@]24OC[C@H](O4)c5ccccc5)c6ccc(F)cc6
CHEMBL196237,CC(C)(C)c1ccc(CC(O)(CC(C)(C)c2ccccc2)C(=O)Nc3ccc4C(=O)OCc4c3)cc1
CHEMBL400609,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2ccc(cc2F)C#N)C(F)(F)F
CHEMBL3261176,C[C@@H](COc1cccc2ncccc12)NS(=O)(=O)c3ccc(C)cc3C
CHEMBL396983,COc1ccc(cc1)C#C[C@]2(O)CC[C@H]3[C@@H]4OCC5=CC(=O)CCC5=C4[C@H](C[C@]23C)c6ccc(cc6)N(C)C
CHEMBL557958,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]2(C)[C@]1(O)C(=O)NCCNC(=O)c5cc(NC(=O)c6cc(NC(=O)c7nccn7C)cn6C)cn5C
